0.30715	0.23603	0.30762	0.25363	0.3619	0.17572	0.3151	0.26981	0.36025	0.32289	0.27099	0.20096	0.32672	0.24838	0.36295	0.31225	0.38946	0.2918	0.35217	0.29504	0.26695	0.3099	0.26882	0.31988	0.3789	0.2902	0.32024	0.30891	0.29939	0.35788	0.34273	0.35167	0.3306	0.38643	0.3476	0.28652	0.30915	0.32118	0.26733	0.3838	0.33353	0.34919	0.35753	0.35214	0.27847	0.25242
0.26359	0.22416	0.3294	0.2798	0.34	0.19904	0.32353	0.23972	0.36698	0.31093	0.26406	0.19966	0.3255	0.2402	0.3475	0.27259	0.35476	0.29987	0.31432	0.28608	0.24061	0.29843	0.2594	0.31699	0.36878	0.28859	0.31184	0.24232	0.28436	0.33529	0.30942	0.32328	0.31455	0.36206	0.34053	0.26973	0.31086	0.2968	0.23535	0.38778	0.28744	0.35294	0.32814	0.33775	0.30437	0.24316
0.25857	0.20876	0.32661	0.27791	0.31935	0.20584	0.31529	0.25454	0.34027	0.32258	0.25287	0.17406	0.30627	0.20089	0.32757	0.25238	0.33807	0.29099	0.31213	0.2892	0.20289	0.24248	0.2985	0.29364	0.35022	0.27112	0.32912	0.20755	0.25478	0.31876	0.26137	0.34075	0.31165	0.35515	0.3392	0.26501	0.27374	0.29635	0.22032	0.35306	0.2371	0.3597	0.28878	0.32148	0.2887	0.23263
0.26486	0.15918	0.27911	0.27955	0.31132	0.21229	0.32837	0.23258	0.33542	0.29149	0.25735	0.15324	0.28301	0.17575	0.30708	0.21982	0.32117	0.30578	0.28478	0.23451	0.17779	0.23329	0.32382	0.28147	0.34104	0.24015	0.36456	0.21331	0.25233	0.28483	0.21537	0.33804	0.31621	0.33006	0.29392	0.23576	0.25604	0.25802	0.2259	0.33207	0.22327	0.33007	0.2786	0.31304	0.28632	0.24231
0.2607	0.13688	0.23707	0.25686	0.2922	0.23124	0.30654	0.24947	0.30192	0.30053	0.26697	0.18618	0.27204	0.17644	0.29051	0.18527	0.28231	0.29114	0.28068	0.19455	0.17883	0.24418	0.33333	0.26339	0.30899	0.24718	0.38162	0.18105	0.25621	0.25969	0.19131	0.33545	0.314	0.32639	0.25151	0.20264	0.24793	0.23614	0.24227	0.3503	0.24932	0.29238	0.2933	0.29485	0.29929	0.2328
0.24752	0.11804	0.2025	0.25438	0.26168	0.23475	0.31074	0.22995	0.2836	0.32317	0.26269	0.19919	0.25082	0.18258	0.27341	0.16417	0.24493	0.25911	0.26878	0.20439	0.1756	0.24002	0.31665	0.2589	0.28706	0.23356	0.37277	0.19452	0.25339	0.24053	0.16931	0.31834	0.31545	0.32345	0.23156	0.19632	0.24141	0.27608	0.2545	0.32676	0.29042	0.26235	0.28508	0.31714	0.30546	0.22365
0.26096	0.10936	0.22082	0.24748	0.24409	0.23004	0.2871	0.19576	0.2634	0.36752	0.25622	0.17629	0.2329	0.21423	0.24987	0.16205	0.22731	0.26733	0.219	0.21951	0.20037	0.22099	0.3056	0.22916	0.26343	0.25556	0.30561	0.20588	0.26602	0.25309	0.19237	0.31302	0.29599	0.3292	0.24073	0.1833	0.24784	0.30904	0.24683	0.32463	0.27804	0.26741	0.24438	0.36322	0.32255	0.26677
0.26236	0.10972	0.20326	0.22634	0.18159	0.21982	0.24999	0.19275	0.2167	0.37078	0.27582	0.18481	0.22541	0.24823	0.22508	0.17255	0.24763	0.2363	0.18986	0.21039	0.19948	0.19914	0.27329	0.22022	0.24391	0.27053	0.2596	0.20561	0.24716	0.23899	0.22338	0.3012	0.27553	0.32738	0.2533	0.17903	0.24993	0.28946	0.22958	0.31635	0.2934	0.26052	0.21741	0.34964	0.31823	0.30565
0.23822	0.0944	0.19647	0.20086	0.18211	0.20731	0.24148	0.16934	0.16593	0.34517	0.29146	0.16489	0.21072	0.27222	0.2105	0.14182	0.29026	0.2161	0.21907	0.19089	0.21863	0.22121	0.2377	0.19751	0.26035	0.26523	0.242	0.22029	0.24624	0.23881	0.24943	0.2806	0.24599	0.30634	0.24665	0.17353	0.2666	0.26732	0.25267	0.30228	0.31687	0.24168	0.23955	0.33222	0.32966	0.29054
0.19512	0.12078	0.20594	0.18316	0.16367	0.18396	0.22059	0.17447	0.14003	0.32982	0.28969	0.14542	0.20095	0.28925	0.174	0.11452	0.30896	0.21814	0.21607	0.16972	0.25782	0.25127	0.20335	0.17934	0.27328	0.26216	0.21033	0.22811	0.25741	0.25172	0.26922	0.28732	0.22427	0.30233	0.25504	0.1751	0.29291	0.24249	0.23221	0.33295	0.30883	0.24312	0.26889	0.33524	0.32593	0.26087
