0.38438	0.29201	0.35658	0.26873	0.35069	0.35354	0.26114	0.3344	0.25646	0.35828	0.31996	0.31867	0.31836	0.34049	0.31311	0.2918	0.37478	0.35196	0.32555	0.3823	0.36601	0.36457	0.31019	0.32509	0.39275	0.31125	0.3337	0.37854	0.45839	0.32631	0.39632	0.3125	0.38245	0.37702	0.30804	0.2918	0.34905	0.31902	0.35095	0.3411	0.36686	0.43802	0.41424	0.34286	0.33094	0.41425	0.29937
0.35542	0.25634	0.32708	0.27251	0.35679	0.38277	0.26529	0.30175	0.23686	0.35414	0.26837	0.32171	0.34503	0.30802	0.30825	0.28231	0.36139	0.3452	0.31338	0.36769	0.31869	0.36628	0.31459	0.31638	0.39548	0.28385	0.29423	0.39514	0.43288	0.29482	0.36514	0.30829	0.35139	0.37467	0.32495	0.30143	0.31514	0.30207	0.34739	0.33279	0.34212	0.40914	0.40933	0.3651	0.34891	0.37782	0.26124
0.32807	0.25871	0.32791	0.28594	0.32743	0.38745	0.29116	0.2873	0.24962	0.33775	0.25497	0.31762	0.36156	0.30349	0.30122	0.22897	0.3449	0.31801	0.29319	0.34011	0.31368	0.35477	0.31364	0.29292	0.3799	0.29372	0.28239	0.39288	0.41577	0.28536	0.31662	0.29974	0.3168	0.37279	0.35905	0.30363	0.29838	0.29841	0.32714	0.32837	0.37112	0.39128	0.38804	0.37617	0.34107	0.35646	0.24844
0.32328	0.25839	0.30674	0.28044	0.30889	0.37832	0.32896	0.27069	0.2382	0.33266	0.24717	0.3253	0.35193	0.2958	0.27952	0.18346	0.35007	0.32038	0.2917	0.29912	0.32054	0.35059	0.31627	0.30149	0.36702	0.27568	0.2891	0.38366	0.36771	0.31255	0.30895	0.32919	0.29748	0.35942	0.35752	0.31198	0.28247	0.28185	0.34374	0.29335	0.37428	0.3632	0.38775	0.38577	0.34175	0.34873	0.2418
0.29472	0.23605	0.28228	0.255	0.30757	0.37835	0.29899	0.26415	0.23299	0.32885	0.25771	0.35244	0.33394	0.27235	0.27043	0.17576	0.33492	0.32872	0.27769	0.22965	0.2789	0.35453	0.28176	0.30032	0.33212	0.26437	0.2992	0.35522	0.35219	0.32401	0.2751	0.30313	0.27923	0.33376	0.34072	0.30112	0.27643	0.2724	0.3437	0.27185	0.34958	0.34204	0.3854	0.35722	0.38625	0.3417	0.27966
0.26108	0.19534	0.31701	0.22137	0.31594	0.35	0.27145	0.24479	0.25442	0.30059	0.24394	0.3445	0.30565	0.27854	0.26294	0.16952	0.32556	0.30872	0.26433	0.20721	0.23955	0.38176	0.25844	0.28453	0.31557	0.22895	0.30196	0.3331	0.28796	0.31501	0.27724	0.2811	0.26058	0.30766	0.30993	0.30555	0.2945	0.27635	0.3133	0.24923	0.32029	0.35136	0.38027	0.38099	0.38207	0.34635	0.31867
0.24058	0.17564	0.31229	0.19437	0.26748	0.31309	0.27598	0.25437	0.27354	0.26211	0.23477	0.32007	0.26977	0.27979	0.2685	0.21187	0.3453	0.31729	0.25077	0.18314	0.24051	0.39435	0.23276	0.22884	0.3122	0.2242	0.31755	0.34069	0.27216	0.27846	0.28182	0.25562	0.22223	0.30463	0.28003	0.2975	0.28783	0.28302	0.31027	0.25498	0.31427	0.32636	0.35002	0.36991	0.3625	0.35852	0.33611
0.22489	0.14822	0.29768	0.16497	0.20232	0.28064	0.26146	0.27163	0.26879	0.24027	0.24646	0.30971	0.2704	0.29792	0.27069	0.20611	0.35544	0.32947	0.22301	0.18435	0.20762	0.36713	0.20314	0.20574	0.303	0.22531	0.32514	0.32409	0.25464	0.2893	0.29871	0.25312	0.23516	0.31448	0.26178	0.29504	0.28112	0.29803	0.31424	0.25841	0.28113	0.29306	0.319	0.34273	0.34223	0.38336	0.34501
0.22185	0.13082	0.26983	0.15366	0.17347	0.28808	0.27953	0.28225	0.2856	0.2254	0.27755	0.27801	0.27415	0.30273	0.27216	0.23794	0.34735	0.32083	0.19837	0.1943	0.23151	0.31293	0.22338	0.21032	0.31333	0.24413	0.34691	0.29534	0.26821	0.29831	0.30167	0.24739	0.24083	0.31729	0.26267	0.30086	0.28151	0.29272	0.31381	0.28371	0.26043	0.29586	0.2882	0.31708	0.31609	0.40937	0.37111
0.22175	0.14044	0.24688	0.14962	0.1708	0.27889	0.26077	0.2618	0.26709	0.21948	0.2781	0.2476	0.2515	0.26876	0.2594	0.26978	0.31658	0.29504	0.17325	0.23509	0.24524	0.27493	0.21964	0.20235	0.26144	0.2463	0.31253	0.24818	0.26106	0.30695	0.31299	0.24424	0.24758	0.31652	0.26744	0.27949	0.28457	0.29551	0.33235	0.28889	0.22659	0.27706	0.26624	0.27075	0.30423	0.422	0.35324
0.19919	0.18794	0.25104	0.13336	0.1595	0.27848	0.22444	0.23877	0.2547	0.19678	0.23326	0.23284	0.25767	0.23971	0.26175	0.26209	0.27458	0.25945	0.17153	0.27953	0.23885	0.24451	0.19099	0.22018	0.24285	0.24835	0.27684	0.24297	0.26426	0.27804	0.30432	0.22495	0.24274	0.30139	0.30036	0.26182	0.31802	0.29019	0.34188	0.28551	0.23987	0.28569	0.27658	0.28462	0.28695	0.40418	0.30104
0.23023	0.25058	0.21861	0.14119	0.16839	0.25387	0.22758	0.20225	0.22649	0.16879	0.22544	0.20269	0.25507	0.24177	0.23269	0.2688	0.26977	0.26429	0.17531	0.2724	0.24443	0.20457	0.215	0.20147	0.24527	0.25501	0.24493	0.23524	0.28401	0.27326	0.30496	0.22692	0.24413	0.29055	0.31135	0.27744	0.32934	0.26448	0.34097	0.28156	0.24344	0.28711	0.26481	0.27243	0.28518	0.40005	0.22735
0.26305	0.24645	0.19455	0.17106	0.16315	0.24059	0.22632	0.18797	0.2128	0.16944	0.2299	0.19669	0.25267	0.24322	0.22381	0.26219	0.25251	0.25657	0.19388	0.24653	0.23572	0.1655	0.22986	0.2192	0.22058	0.2939	0.20403	0.21308	0.32201	0.27553	0.29454	0.20002	0.23132	0.27975	0.32954	0.30801	0.30221	0.23521	0.3234	0.28466	0.2425	0.27662	0.25362	0.25364	0.30825	0.37613	0.17593
0.2606	0.24211	0.20963	0.16791	0.19177	0.2498	0.18603	0.17459	0.19394	0.16363	0.23675	0.21513	0.25446	0.22743	0.21233	0.2373	0.22063	0.21472	0.17951	0.25837	0.24275	0.15782	0.21773	0.2419	0.18915	0.29613	0.18544	0.19797	0.31347	0.26707	0.28114	0.23324	0.23107	0.27469	0.34187	0.29552	0.28898	0.23939	0.30533	0.25078	0.25509	0.27703	0.25144	0.27022	0.28048	0.33129	0.167
0.23619	0.27039	0.22179	0.16762	0.2249	0.23235	0.1729	0.1771	0.19036	0.1631	0.21481	0.21557	0.24315	0.22957	0.17676	0.24657	0.19913	0.18757	0.19708	0.25293	0.2119	0.18581	0.21959	0.23532	0.16813	0.25522	0.21004	0.20014	0.28582	0.23764	0.29984	0.25398	0.21285	0.22763	0.3292	0.28913	0.24008	0.21936	0.28644	0.22571	0.29242	0.26145	0.25037	0.25232	0.25326	0.30688	0.16137
0.2229	0.28534	0.23031	0.15454	0.21746	0.20221	0.13334	0.20219	0.16093	0.1612	0.21529	0.22791	0.21435	0.24743	0.1892	0.24816	0.19936	0.16086	0.20766	0.22687	0.15196	0.19328	0.19799	0.21127	0.17189	0.24951	0.20397	0.21391	0.25677	0.22972	0.28371	0.26237	0.18596	0.21239	0.31028	0.28962	0.24584	0.18155	0.25152	0.19194	0.30311	0.23741	0.25535	0.26193	0.26272	0.25791	0.14633
0.23714	0.24851	0.25421	0.18396	0.20384	0.19691	0.12505	0.21632	0.14813	0.18894	0.20633	0.24315	0.19727	0.25661	0.16872	0.24725	0.24066	0.15514	0.24982	0.17462	0.12477	0.19941	0.17664	0.18421	0.19072	0.24697	0.23596	0.2532	0.235	0.21259	0.27291	0.23898	0.16514	0.20381	0.25896	0.28784	0.22143	0.15948	0.20913	0.16054	0.29447	0.20541	0.23491	0.31636	0.23512	0.22445	0.15674
0.24011	0.20017	0.26304	0.19708	0.15673	0.17851	0.13318	0.22981	0.14541	0.20179	0.23125	0.24108	0.18359	0.24875	0.17688	0.23397	0.24477	0.17115	0.2565	0.14446	0.14588	0.21848	0.12939	0.14673	0.21279	0.25201	0.21594	0.25092	0.21075	0.17852	0.25399	0.20582	0.14483	0.23409	0.24495	0.2511	0.19739	0.16294	0.19965	0.18981	0.30327	0.19726	0.18565	0.29846	0.232	0.19821	0.18912
0.19668	0.14277	0.23928	0.17811	0.12803	0.17218	0.11821	0.22055	0.17367	0.21497	0.21922	0.22534	0.19813	0.23282	0.20343	0.2224	0.23037	0.17429	0.22883	0.14485	0.16128	0.25432	0.12022	0.14061	0.2165	0.222	0.2057	0.24472	0.19038	0.16899	0.24226	0.18646	0.14297	0.24715	0.23574	0.2398	0.18644	0.15762	0.2174	0.19596	0.30251	0.18106	0.18722	0.28192	0.18141	0.16279	0.19677
0.17943	0.14175	0.23491	0.18653	0.15225	0.17216	0.15236	0.22076	0.19691	0.20629	0.16282	0.21267	0.19953	0.25177	0.21999	0.22913	0.21536	0.20687	0.23862	0.13683	0.16289	0.26404	0.10143	0.1424	0.18585	0.20016	0.21763	0.26166	0.1847	0.17872	0.25911	0.21059	0.1726	0.22903	0.22303	0.23251	0.17228	0.1237	0.21531	0.17804	0.27219	0.1658	0.16952	0.25415	0.19095	0.15348	0.2073
0.18074	0.08908	0.20096	0.2096	0.1443	0.14419	0.16849	0.18918	0.19969	0.21843	0.13123	0.22289	0.18232	0.26111	0.23238	0.22141	0.20077	0.23454	0.26121	0.14955	0.15293	0.24285	0.09812	0.17498	0.21263	0.19285	0.16898	0.25515	0.18061	0.20211	0.2547	0.16799	0.17089	0.2348	0.22434	0.21485	0.17665	0.10224	0.21027	0.17098	0.24947	0.18673	0.1556	0.23342	0.18723	0.12826	0.20239
0.1961	0.06721	0.22215	0.20675	0.13172	0.13282	0.19056	0.15847	0.20171	0.20214	0.12213	0.22769	0.17629	0.22545	0.24503	0.20711	0.23159	0.24964	0.22981	0.17527	0.19501	0.22684	0.09585	0.18015	0.23761	0.18369	0.16639	0.25404	0.24086	0.172	0.24558	0.1576	0.15751	0.24631	0.22237	0.16635	0.2055	0.13057	0.19661	0.18127	0.23421	0.18497	0.15229	0.22834	0.18406	0.12087	0.20234
0.19461	0.07663	0.19115	0.19478	0.14115	0.15425	0.22642	0.15452	0.20503	0.21668	0.12441	0.22697	0.20149	0.2248	0.25939	0.2111	0.24274	0.28227	0.22091	0.20654	0.20318	0.24967	0.09681	0.21537	0.27368	0.16401	0.17083	0.25178	0.25992	0.15836	0.29217	0.17819	0.17763	0.25096	0.24224	0.12894	0.20849	0.15343	0.17289	0.1822	0.18774	0.17241	0.15934	0.22129	0.15705	0.12156	0.17707
0.18831	0.10562	0.21236	0.21158	0.19237	0.1691	0.25013	0.14955	0.2159	0.232	0.13406	0.23874	0.2127	0.25217	0.30923	0.23885	0.22457	0.2988	0.20008	0.2067	0.22422	0.28276	0.0936	0.23486	0.2679	0.14074	0.17775	0.23155	0.27515	0.15712	0.31064	0.20922	0.20236	0.2257	0.27298	0.11225	0.17775	0.16785	0.16657	0.18512	0.15676	0.18113	0.18467	0.19859	0.16554	0.11862	0.12869
0.19812	0.12758	0.23783	0.21241	0.23436	0.18627	0.28777	0.19331	0.21446	0.22987	0.14297	0.27552	0.24319	0.28335	0.31041	0.29934	0.26277	0.32327	0.2363	0.25192	0.2114	0.2999	0.15061	0.24301	0.2902	0.17136	0.19625	0.22537	0.28719	0.15378	0.31642	0.23533	0.22476	0.18855	0.27048	0.11517	0.15756	0.15564	0.1647	0.16402	0.12686	0.19585	0.19044	0.1947	0.16957	0.0849	0.10407
0.24004	0.138	0.29179	0.2446	0.23045	0.21958	0.33474	0.25166	0.22227	0.27367	0.17887	0.31955	0.26091	0.29953	0.28877	0.34649	0.32053	0.33684	0.2925	0.30067	0.2205	0.2926	0.16456	0.26368	0.33203	0.1905	0.19807	0.22577	0.29483	0.17535	0.30609	0.25051	0.19329	0.14327	0.27998	0.1032	0.14567	0.19719	0.15578	0.14168	0.14016	0.17351	0.18412	0.18993	0.16441	0.0708	0.09169
0.28301	0.19119	0.32083	0.25633	0.26225	0.27152	0.39829	0.2853	0.24897	0.32372	0.23091	0.35925	0.3001	0.30113	0.31537	0.39561	0.39562	0.37133	0.29398	0.37335	0.25077	0.32734	0.21536	0.25132	0.38988	0.22584	0.23742	0.23291	0.33103	0.19318	0.26566	0.24561	0.19467	0.14037	0.26433	0.08481	0.17702	0.19556	0.19236	0.12721	0.13875	0.16184	0.18231	0.18706	0.14582	0.05371	0.08052
0.32807	0.28585	0.36341	0.30932	0.32501	0.34908	0.47556	0.37362	0.32956	0.40319	0.30274	0.42311	0.37446	0.39294	0.38456	0.47253	0.46414	0.40634	0.34974	0.43476	0.31697	0.40409	0.26783	0.27786	0.43684	0.27225	0.29833	0.26443	0.3371	0.18294	0.28542	0.27384	0.20277	0.13962	0.25555	0.08354	0.17748	0.20962	0.19483	0.12863	0.14583	0.16306	0.14073	0.15642	0.14553	0.03417	0.06967
0.44067	0.38702	0.42572	0.39126	0.44235	0.43451	0.57862	0.47338	0.44731	0.50648	0.41374	0.50496	0.5098	0.53108	0.46292	0.58967	0.56663	0.49618	0.47163	0.50068	0.38483	0.49935	0.36121	0.35259	0.47283	0.32715	0.35679	0.28346	0.32218	0.22684	0.28752	0.27679	0.21691	0.10312	0.28596	0.12142	0.17793	0.21255	0.20517	0.12918	0.16543	0.17378	0.09383	0.15624	0.1471	0.01466	0.04693
0.56986	0.51566	0.566	0.54721	0.55358	0.55473	0.72787	0.59469	0.60847	0.62892	0.55533	0.6425	0.65594	0.69667	0.59328	0.72545	0.70538	0.62546	0.64738	0.63464	0.54477	0.65165	0.51476	0.47985	0.53547	0.44082	0.4195	0.34234	0.36452	0.27406	0.29209	0.26221	0.24038	0.09555	0.28019	0.18037	0.15548	0.20238	0.21379	0.12801	0.18511	0.18433	0.06953	0.10785	0.11094	0.000323995	0.06099
0.75228	0.72133	0.71288	0.72442	0.74792	0.74775	0.9217	0.79423	0.82244	0.80759	0.7727	0.82838	0.87021	0.90993	0.79955	0.91501	0.90887	0.80715	0.85298	0.82343	0.75127	0.8274	0.71162	0.60997	0.64174	0.55546	0.50439	0.4226	0.43088	0.3294	0.32176	0.27756	0.24581	0.1249	0.26917	0.18023	0.17808	0.17067	0.20012	0.10601	0.19503	0.16794	0.05774	0.08367	0.09913	0.01142	0.08843
